UNITID,OPEID6,Predicted Final Data LN,Final_Predicted 10 year earnings,CONTROL,CONTROL.1,TUITIONFEE_IN,TUITIONFEE_OUT,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P8,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P8,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P8,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P8,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
145558,1659,,,2,Private,,,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32781.0,9123.0,0.7766,,,,,0.005,,26.95675676,13513.15676,79200.0,142200.0,171800.0,68100.0,106400.0,132300.0,40100.0,99800.0,122500.0,,,,,,,,
145600,1776,11.02572147276027,61434.169924061855,1,Public,13634.0,26024.0,1,3,0.7448,1125.0,0.0,0.0,0.013,0.0059,0.0226,0.0,0.0282,0.0,0.029,0.1094,0.0003,0.0133,0.0,0.0,0.0306,0.0003,0.0,0.1321,0.0152,0.0,0.0064,0.0421,0.0056,0.0,0.0208,0.0,0.1371,0.0375,0.0,0.0708,0.0,0.0,0.0,0.0,0.0391,0.0708,0.1547,0.0152,11629.0,10600.0,0.6696,0.5115,25146.0,0.5968,0.797,0.032,18750.0,21.32295587,49968.59596,43100.0,54300.0,61300.0,39600.0,47900.0,54300.0,28600.0,39600.0,45800.0,471.0,552.0,595.0,4770.0,5827.0,5666.0,0.4982,0.5018
145619,1767,10.818695750450694,49945.90258844606,2,Private,26558.0,26558.0,1,3,0.7717,1030.0,0.0,0.0074,0.0,0.0,0.0296,0.0,0.0074,0.0,0.0359,0.0,0.0,0.0021,0.0349,0.0,0.0032,0.0011,0.0,0.0698,0.0074,0.0,0.0,0.0,0.0011,0.0,0.0063,0.0,0.0835,0.0106,0.0,0.0634,0.0,0.0,0.0,0.0,0.0106,0.2548,0.3679,0.0032,11503.0,7575.0,0.2383,0.367,35143.0,0.5092,0.7279,0.044,22000.0,23.78660907,61486.59957,43700.0,50400.0,56400.0,40000.0,46500.0,49000.0,29600.0,33600.0,45900.0,99.0,107.0,116.0,1025.0,975.0,792.0,0.4144,0.5856
145637,1775,11.165958286767658,70682.85272597703,1,Public,15020.0,29646.0,1,3,0.5904,1326.0,0.065,0.0093,0.0207,0.0121,0.0828,0.0,0.031,0.0001,0.028,0.1907,0.0,0.0098,0.0095,0.0,0.0206,0.0014,0.0,0.0736,0.022,0.0,0.0111,0.0348,0.0039,0.0,0.0275,0.0,0.0576,0.0,0.0063,0.0729,0.0,0.0,0.0,0.0009,0.0263,0.049,0.1182,0.0146,13826.0,11830.0,0.7305,0.2058,29086.0,0.8416,0.9347,0.021,20500.0,19.97076412,86358.43976,52300.0,59600.0,70900.0,47100.0,53600.0,61500.0,41500.0,43700.0,57000.0,369.0,427.0,484.0,6373.0,6529.0,6570.0,0.5603,0.4397
145646,1696,10.916303453154365,55066.86500358103,2,Private,40844.0,40844.0,1,3,0.6043,1249.0,0.0,0.0201,0.0,0.002,0.0,0.0,0.0101,0.0,0.0463,0.0,0.0,0.0161,0.0,0.0,0.0443,0.0,0.0,0.0785,0.0201,0.0,0.0221,0.0,0.0101,0.0,0.0463,0.0,0.1388,0.0,0.0,0.0946,0.0,0.0,0.0,0.0,0.1026,0.0664,0.2515,0.0302,19599.0,7863.0,0.7354,0.1911,50324.0,0.806,0.9203,0.022,27000.0,19.50486787,104827.7288,43300.0,54600.0,67300.0,41600.0,50200.0,59100.0,24700.0,37300.0,56700.0,,,27.0,,,566.0,0.4387,0.5613
145691,1688,10.811595550571846,49592.5326799598,2,Private,29210.0,29210.0,1,3,0.5413,,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.0867,0.0,0.0,0.0204,0.0,0.0,0.0969,0.0,0.0,0.2041,0.0255,0.0,0.1531,0.0,0.0,0.0,0.051,0.0,0.0867,0.0,0.0,0.0867,0.0,0.0,0.0,0.0,0.0408,0.0,0.0816,0.0459,10823.0,7132.0,0.8318,0.3703,38644.0,0.753,0.763,0.05,27000.0,19.74401473,66318.53039,34300.0,40400.0,49100.0,32800.0,36800.0,42800.0,16900.0,23400.0,38100.0,,25.0,34.0,,434.0,434.0,0.5,0.5
145725,1691,11.207457380357104,73677.84190225492,2,Private,41645.0,41645.0,1,3,0.506,1266.0,0.0,0.0,0.1721,0.0,0.0102,0.0,0.0971,0.0,0.0,0.5111,0.029,0.0,0.0,0.0,0.0,0.0034,0.0,0.0358,0.0136,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0307,0.0,0.0,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.0,19025.0,11923.0,0.5384,0.3103,51572.0,0.6523,0.868,0.026,27000.0,22.07840909,60346.75568,60400.0,71600.0,78000.0,55800.0,63300.0,69100.0,37300.0,47400.0,64100.0,66.0,67.0,80.0,726.0,823.0,769.0,0.694,0.306
145813,1692,10.884304022619753,53332.65158152535,1,Public,13296.0,20886.0,1,3,0.7388,1110.0,0.032,0.0,0.0,0.0,0.0693,0.0019,0.0274,0.0,0.1405,0.0,0.0181,0.01,0.0401,0.0,0.0373,0.0329,0.0,0.035,0.0165,0.0,0.0,0.0376,0.003,0.0,0.0146,0.0,0.039,0.0359,0.0111,0.0559,0.0,0.0,0.0,0.0,0.0459,0.0895,0.1806,0.026,9747.0,7962.0,0.703,0.2665,26259.0,0.7192,0.8126,0.028,22450.0,20.67180796,83188.63725,41600.0,46700.0,51600.0,39600.0,43200.0,47100.0,21400.0,26800.0,31600.0,214.0,305.0,410.0,5946.0,5656.0,5559.0,0.4495,0.5505
146339,1700,10.77411453054647,47768.15726778352,2,Private,27530.0,27530.0,1,3,0.7312,1080.0,0.0,0.0082,0.1029,0.0,0.0453,0.0,0.0,0.0,0.0947,0.0,0.0,0.0,0.0,0.0082,0.0123,0.0288,0.0,0.0247,0.0,0.0,0.0123,0.0494,0.0,0.07,0.0,0.0,0.0741,0.0247,0.0576,0.0247,0.0,0.0,0.0,0.0,0.0494,0.0,0.2922,0.0206,12053.0,6422.0,0.3641,0.439,39014.0,0.4972,0.6915,0.042,22000.0,25.7593361,61927.60166,38000.0,43100.0,47200.0,35700.0,38900.0,42800.0,24800.0,29700.0,32300.0,38.0,64.0,74.0,533.0,497.0,579.0,0.4234,0.5766
146427,1704,10.83002497364159,50514.9683159794,2,Private,40497.0,40497.0,1,3,0.6824,,0.0,0.0538,0.0,0.0222,0.0,0.0,0.0253,0.0,0.0949,0.0,0.0,0.0285,0.0,0.0,0.1677,0.0127,0.0,0.0886,0.0063,0.0,0.0,0.0,0.019,0.0,0.0475,0.0,0.0601,0.0,0.0,0.2405,0.0,0.0,0.0,0.0,0.0949,0.0,0.0,0.038,17731.0,6984.0,0.791,0.2907,49190.0,0.8038,0.8842,0.033,27000.0,19.70875421,69623.74411,31200.0,39500.0,43500.0,29800.0,37400.0,39700.0,18200.0,24600.0,25800.0,32.0,,46.0,314.0,,366.0,0.4186,0.5814
146481,1706,10.86200921109516,52156.766936242224,2,Private,41172.0,41172.0,1,3,0.552,,0.0,0.0316,0.0,0.023,0.1178,0.0,0.0144,0.0,0.0316,0.0,0.0,0.0287,0.0,0.0,0.0489,0.0,0.0,0.0833,0.0057,0.0,0.0,0.0,0.0402,0.0,0.0287,0.0,0.0661,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.046,0.0,0.1322,0.0517,16234.0,8141.0,0.5668,0.3321,51631.0,0.7302,0.8546,0.05,27000.0,19.98309859,83662.92676,41100.0,50900.0,55600.0,39100.0,46600.0,50900.0,25700.0,33700.0,35300.0,,31.0,43.0,,403.0,417.0,0.4269,0.5731
146533,10501,,,2,Private,,,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19471.0,5210.0,0.5714,0.5063,,,,0.025,19500.0,25.70609319,49567.09319,57400.0,65800.0,67600.0,58800.0,64700.0,61200.0,25900.0,28600.0,40000.0,,,,,,,0.1519,0.8481
146612,1707,10.935642800862048,56142.18674870594,2,Private,27830.0,27830.0,1,3,0.6191,1070.0,0.0,0.0038,0.0,0.0,0.0311,0.0,0.0264,0.0,0.0358,0.0,0.0,0.0,0.0,0.0066,0.0132,0.017,0.0,0.0415,0.0075,0.0,0.0,0.0236,0.0057,0.0,0.0189,0.0,0.0631,0.1357,0.0283,0.0123,0.0,0.0038,0.0,0.0867,0.0198,0.2177,0.1913,0.0104,15308.0,9078.0,0.368,0.3161,34901.0,0.6246,0.8256,0.04,24417.0,22.82054357,73821.29496,43800.0,48900.0,53600.0,40700.0,44900.0,48800.0,26000.0,28900.0,32900.0,66.0,99.0,105.0,1471.0,1358.0,1335.0,0.4267,0.5733
146667,1708,10.746265988314692,46456.23605574464,2,Private,16050.0,16050.0,1,3,0.4758,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.5528,0.0,0.0,0.0435,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.1304,0.0,10643.0,5271.0,0.9773,0.5217,26434.0,0.5747,0.8261,0.061,22189.5,25.79649123,50476.45614,28100.0,33300.0,37000.0,25300.0,29900.0,30900.0,19500.0,20300.0,28600.0,34.0,40.0,49.0,264.0,346.0,287.0,0.4756,0.5244
146719,1710,10.968990384347943,58045.95969934134,2,Private,37412.0,37412.0,1,3,0.6334,1212.0,0.0,0.0144,0.0,0.0013,0.0805,0.0,0.0114,0.0,0.0216,0.0,0.0,0.0093,0.0,0.0292,0.0365,0.0,0.0,0.1513,0.0093,0.0,0.0008,0.0,0.011,0.0017,0.0136,0.0,0.1102,0.0322,0.0203,0.0877,0.0,0.0,0.0,0.0,0.0259,0.1382,0.1632,0.0301,22878.0,9929.0,0.5031,0.2817,48958.0,0.7335,0.8622,0.033,25000.0,21.59842201,83153.63079,45200.0,54200.0,63500.0,42700.0,48700.0,54100.0,27600.0,38400.0,53300.0,238.0,297.0,320.0,2791.0,3038.0,2949.0,0.3528,0.6472
146825,1717,10.57353235117866,39086.4973955223,2,Private,23600.0,23600.0,1,3,0.7837,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1171,0.0,0.0,0.009,0.0,0.0,0.009,0.009,0.0,0.0541,0.0,0.0,0.0,0.0721,0.009,0.0,0.0,0.0,0.1081,0.0991,0.045,0.0,0.0,0.0,0.0,0.0,0.027,0.2523,0.1802,0.009,13288.0,5323.0,0.5313,0.5818,31846.0,0.2889,0.7167,0.108,27500.0,21.98971722,59745.26478,32000.0,35200.0,39300.0,29400.0,32900.0,36200.0,19600.0,19600.0,26100.0,,40.0,36.0,,387.0,408.0,0.4524,0.5476
147013,1722,10.772275275978764,47680.38021325687,2,Private,26900.0,26900.0,1,3,0.6115,1048.0,0.0,0.002,0.0,0.0,0.0313,0.0,0.041,0.0,0.0762,0.0,0.0,0.002,0.0,0.0,0.0137,0.0,0.0,0.0215,0.0156,0.0,0.002,0.0059,0.002,0.0,0.002,0.0,0.0723,0.0,0.0,0.0801,0.0,0.0,0.0,0.0,0.0254,0.2695,0.3242,0.0137,10436.0,6728.0,1.0,0.3622,37845.0,0.5649,0.7623,0.062,23911.0,24.59985152,58232.89904,39200.0,43600.0,50200.0,35400.0,39600.0,45800.0,23900.0,25900.0,30200.0,54.0,61.0,80.0,812.0,803.0,829.0,0.436,0.564
147129,6228,10.745101650468584,46402.17677965503,2,Private,19600.0,19600.0,1,3,0.4386,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19366.0,6261.0,0.619,0.4469,33017.0,,0.7857,0.03,30600.5,26.45083933,49246.17746,51000.0,50400.0,,51500.0,52500.0,,18100.0,25600.0,,,,,,,,0.1294,0.8706
147244,1724,10.692914090847399,44042.66450107523,2,Private,29620.0,29620.0,1,3,0.6273,1046.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.1014,0.0,0.0,0.0041,0.0,0.0,0.0304,0.0,0.0,0.0426,0.0101,0.0,0.002,0.0467,0.0203,0.0,0.0284,0.0,0.0304,0.0,0.0426,0.0264,0.0,0.0,0.0,0.0,0.1724,0.1278,0.2211,0.0243,12366.0,5818.0,0.7041,0.4013,39472.0,0.6136,0.8244,0.071,27000.0,21.51132404,67055.68728,34900.0,42800.0,47200.0,33400.0,38600.0,42900.0,19800.0,27500.0,29200.0,35.0,72.0,85.0,905.0,1020.0,1164.0,0.4078,0.5922
147341,1725,10.737028470688372,46029.07176272174,2,Private,33200.0,33200.0,1,3,0.6906,1033.0,0.0,0.0038,0.0,0.0,0.1364,0.0,0.0152,0.0,0.1023,0.0,0.0,0.0379,0.0,0.0,0.053,0.0,0.0,0.0492,0.0227,0.0,0.0417,0.0417,0.0,0.0,0.0152,0.0,0.0833,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0417,0.0,0.2311,0.0417,12603.0,6814.0,0.6894,0.4231,42027.0,0.5561,0.741,0.064,27454.0,19.86760925,66207.55656,34500.0,42500.0,46500.0,33600.0,38400.0,41500.0,17400.0,24400.0,29800.0,,29.0,50.0,,564.0,603.0,0.4543,0.5457
147369,1727,,,2,Private,11348.0,11348.0,1,3,0.7207,,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,6569.0,5599.0,0.3691,0.398,27318.0,0.8648,0.8668,,,25.15135135,29148.47658,29900.0,,,27000.0,,,20600.0,,,27.0,,,191.0,,,0.5604,0.4396
147536,1733,10.694869595911614,44128.87441904197,2,Private,12867.0,12867.0,1,3,0.9744,,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0656,0.0,0.0,0.0,0.0471,0.0,0.0041,0.0,0.0,0.002,0.0,0.0,0.3934,0.0,0.0,0.0,0.0,0.0,0.0389,0.0,0.0512,0.0205,0.0,0.0,0.0,0.0,0.0,0.0697,0.3053,0.0,14886.0,6176.0,0.9859,0.5046,26605.0,0.25,0.5185,0.036,16900.0,32.93328279,38072.96892,44200.0,47100.0,50800.0,38200.0,42000.0,44600.0,34400.0,33500.0,34000.0,79.0,100.0,156.0,826.0,887.0,993.0,0.2204,0.7796
147590,1732,,,2,Private,,,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4082,0.0,0.0,17628.0,4987.0,0.9868,0.3967,,,,0.036,12500.0,28.51694915,35579.86441,38700.0,42600.0,42600.0,31300.0,36600.0,34600.0,39100.0,33600.0,34700.0,,39.0,41.0,,231.0,210.0,0.2687,0.7313
147660,1734,10.88386793333661,53309.39885423013,2,Private,34230.0,34230.0,1,3,0.5984,1125.0,0.0,0.0,0.0,0.0014,0.0567,0.0028,0.0184,0.0,0.085,0.0,0.0,0.0184,0.0,0.0,0.0212,0.0028,0.0,0.051,0.0184,0.0,0.0198,0.0992,0.0057,0.0,0.0212,0.0,0.1303,0.0,0.0,0.1105,0.0,0.0,0.0,0.0,0.0765,0.0099,0.238,0.0127,17001.0,8104.0,0.5,0.2567,43557.0,0.6288,0.7826,0.033,25500.0,20.93428571,76904.96171,39300.0,47700.0,52300.0,37700.0,43300.0,47800.0,20500.0,31500.0,33000.0,70.0,60.0,82.0,963.0,896.0,845.0,0.4406,0.5594
147679,1735,10.830469597497569,50537.43346987825,2,Private,24600.0,24600.0,1,3,0.5461,1025.0,0.0,0.002,0.0,0.0,0.0626,0.0,0.0,0.0,0.0566,0.0,0.0,0.0081,0.004,0.0,0.0283,0.0,0.0,0.0586,0.004,0.0,0.0141,0.0525,0.0101,0.0263,0.0081,0.0,0.0465,0.0364,0.0,0.0343,0.0,0.0,0.0,0.0,0.0384,0.2687,0.2202,0.0202,16597.0,7895.0,1.0,0.3775,31964.0,0.5338,0.7925,0.052,26250.0,22.67075163,62267.54575,40300.0,43300.0,45600.0,37400.0,40200.0,43700.0,36300.0,25600.0,28500.0,62.0,72.0,93.0,830.0,797.0,788.0,0.3709,0.6291
147703,1737,10.812935377321994,49659.022614401816,1,Public,13505.0,22784.0,1,3,0.5089,1030.0,0.0,0.006,0.0,0.0,0.0824,0.0,0.0174,0.0,0.0639,0.0435,0.0177,0.012,0.0476,0.0,0.0259,0.0305,0.0,0.0272,0.015,0.0,0.0011,0.021,0.0044,0.0,0.0259,0.0,0.0607,0.0,0.0027,0.0914,0.0,0.0,0.0,0.0,0.0503,0.1712,0.1671,0.0152,7274.0,7828.0,0.7776,0.4433,27959.0,0.4961,0.7053,0.069,23000.0,21.76485062,57598.38079,39400.0,45100.0,49800.0,36800.0,41800.0,45500.0,24500.0,27000.0,31400.0,370.0,439.0,533.0,6271.0,6081.0,6114.0,0.5074,0.4926
147767,1739,11.378608692461935,87431.30623905001,2,Private,47251.0,47251.0,1,3,0.1311,1461.0,0.0,0.0066,0.0027,0.0074,0.183,0.0,0.0164,0.0,0.0059,0.1455,0.0,0.0145,0.0,0.0,0.0184,0.0004,0.0,0.0637,0.0301,0.0,0.009,0.0,0.0102,0.0,0.018,0.0,0.079,0.0,0.0458,0.1643,0.0,0.0,0.0,0.0,0.0876,0.0156,0.052,0.0239,28395.0,15044.0,0.8196,0.14,63028.0,0.9331,0.9686,0.01,16905.0,20.79158879,97160.83551,71900.0,82800.0,93400.0,58900.0,63700.0,69000.0,58100.0,77400.0,92200.0,159.0,165.0,168.0,1845.0,2018.0,1899.0,0.4955,0.5045
147776,1693,10.76031529633846,47113.52040952545,1,Public,8868.0,16164.0,1,3,0.5761,890.0,0.0,0.0124,0.0,0.0077,0.0652,0.0,0.029,0.0,0.0758,0.0,0.0,0.0201,0.0,0.0,0.0367,0.1078,0.0,0.0533,0.0154,0.0,0.0,0.0,0.0077,0.0,0.019,0.0,0.0634,0.0699,0.0835,0.0924,0.0,0.0,0.0,0.0,0.0213,0.0207,0.1653,0.0332,6379.0,7022.0,0.6108,0.4836,23095.0,0.2185,0.6034,0.061,13800.0,25.4370234,32223.1838,35200.0,38500.0,41900.0,32700.0,36000.0,37900.0,22500.0,24700.0,33600.0,288.0,339.0,411.0,2360.0,2273.0,2272.0,0.4392,0.5608
147828,1741,10.784826158724217,48282.58225304888,2,Private,31390.0,31390.0,1,3,0.7449,1105.0,0.0,0.0,0.009,0.0,0.036,0.0,0.0116,0.0,0.0978,0.0373,0.0,0.0,0.0167,0.0,0.0167,0.0013,0.0,0.036,0.0051,0.0,0.0,0.0232,0.0064,0.0579,0.0167,0.0,0.0373,0.0245,0.045,0.0335,0.0,0.0,0.0,0.0,0.027,0.2625,0.1918,0.0064,11572.0,7004.0,0.3583,0.3292,40949.0,0.5593,0.7689,0.043,25000.0,22.76116505,73141.03981,39300.0,41400.0,44000.0,35300.0,37800.0,40400.0,25300.0,27800.0,30900.0,81.0,106.0,146.0,1174.0,1224.0,1155.0,0.3764,0.6236
148131,1745,10.668718140671245,42989.79928793622,2,Private,26572.0,26572.0,1,3,0.8893,1024.0,0.0,0.0,0.0,0.0,0.0608,0.0,0.0114,0.0,0.1103,0.0,0.0,0.0038,0.0,0.0,0.0038,0.0456,0.0,0.0989,0.0076,0.0,0.0,0.0684,0.0076,0.0,0.0266,0.0,0.0646,0.0722,0.0532,0.019,0.0,0.0,0.0,0.0076,0.0152,0.0913,0.2167,0.0152,9091.0,5651.0,0.4524,0.4189,36972.0,0.4898,0.7564,0.066,22633.0,21.53751914,66797.90812,34200.0,39500.0,46000.0,32200.0,36400.0,39500.0,19500.0,25600.0,39000.0,33.0,29.0,43.0,535.0,436.0,504.0,0.44,0.56
148405,1748,10.633155613853106,41487.83844914003,2,Private,27530.0,27530.0,1,3,0.548,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.1535,0.0,0.0,0.0079,0.0394,0.0,0.0118,0.0,0.0,0.0591,0.0197,0.0,0.0,0.0,0.0079,0.0,0.0118,0.0,0.0591,0.0,0.0,0.0945,0.0,0.0,0.0,0.0,0.0512,0.2165,0.2441,0.0197,13790.0,5306.0,0.419,0.5113,37127.0,0.4463,0.6408,0.072,25250.0,23.81536388,52797.59164,38300.0,41300.0,47800.0,36600.0,40500.0,45200.0,20700.0,21800.0,26600.0,47.0,50.0,54.0,470.0,558.0,542.0,0.3805,0.6195
148487,1749,10.762235481034187,47204.073982346585,2,Private,26900.0,26900.0,1,3,0.7764,1050.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.027,0.0,0.0561,0.0,0.0,0.0,0.0,0.0097,0.0291,0.0205,0.0,0.0539,0.0086,0.0,0.0183,0.0,0.0065,0.0,0.0032,0.0,0.1521,0.0464,0.0022,0.0669,0.0,0.0,0.0,0.0,0.0766,0.0032,0.3603,0.0248,19997.0,7939.0,0.3521,0.4371,42022.0,0.3035,0.6503,0.066,23000.0,24.10728911,50473.75143,39700.0,43900.0,47700.0,36800.0,40200.0,43600.0,26600.0,28500.0,32700.0,172.0,164.0,236.0,1825.0,1533.0,1466.0,0.3703,0.6297
148496,1750,10.806954266743963,49362.89298378469,2,Private,29770.0,29770.0,1,3,0.6067,1029.0,0.0047,0.0047,0.0,0.0024,0.0354,0.0,0.0212,0.0,0.0118,0.0,0.0,0.0094,0.0307,0.0071,0.0354,0.0047,0.0,0.0448,0.0307,0.0,0.0873,0.0,0.0071,0.0071,0.0071,0.0,0.0896,0.0,0.0,0.1557,0.0,0.0,0.0,0.0,0.0755,0.1392,0.1698,0.0189,15213.0,6819.0,0.4248,0.4274,36761.0,0.6274,0.8068,0.028,25000.0,21.77809187,54475.41908,39000.0,44400.0,49900.0,35800.0,41700.0,47100.0,22900.0,28300.0,31700.0,44.0,57.0,41.0,636.0,553.0,501.0,0.3397,0.6603
148511,9800,,,2,Private,,,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29645.0,11304.0,1.0,0.3306,,,,0.007,26664.0,29.35869565,34671.82609,67000.0,98100.0,125000.0,63500.0,75600.0,85900.0,33800.0,81200.0,106700.0,,,,,,,0.3285,0.6715
148575,6240,,,2,Private,,,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10774.0,6799.0,0.614,0.3714,,,,0.033,15393.0,25.74712644,69694.82376,52600.0,55600.0,58100.0,51900.0,54000.0,55400.0,19700.0,27900.0,30100.0,,,,,,,0.1047,0.8953
148584,1664,10.829096525293396,50468.08954271467,2,Private,28790.0,28790.0,1,3,0.5056,1064.0,0.0,0.0067,0.0,0.0,0.0225,0.0,0.0157,0.0,0.0966,0.0,0.0,0.0,0.0,0.0,0.0135,0.0135,0.0,0.0629,0.0112,0.0,0.0022,0.0427,0.0,0.0045,0.0,0.0,0.0337,0.0584,0.0427,0.0045,0.0,0.0,0.0,0.0,0.0135,0.3933,0.1551,0.0067,13711.0,7694.0,0.9018,0.3404,36919.0,0.5616,0.8101,0.047,24500.0,23.98515377,67842.14634,47100.0,52800.0,56500.0,44100.0,48700.0,53100.0,25600.0,30800.0,32900.0,41.0,36.0,60.0,651.0,616.0,645.0,0.3181,0.6819
148593,30980,,,2,Private,,,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17725.0,6795.0,0.7222,0.1935,,,,0.012,,25.71153846,67015.67308,,,,,,,,,,,,,,,,0.1429,0.8571
148627,1768,10.800127661547677,49027.05960719768,2,Private,30100.0,30100.0,1,3,0.4964,1008.0,0.0,0.0,0.0,0.0,0.0295,0.0,0.0197,0.0,0.0836,0.0,0.0,0.0016,0.0,0.0,0.018,0.0918,0.0,0.0852,0.0098,0.0,0.0016,0.0,0.0115,0.0,0.0115,0.0,0.1197,0.0311,0.0,0.0361,0.0,0.0,0.0,0.0,0.018,0.2393,0.1754,0.0164,14676.0,7740.0,0.4485,0.5048,36152.0,0.5448,0.7479,0.05,24155.0,21.6045137,54020.91886,41400.0,47300.0,50600.0,38100.0,43900.0,48200.0,23800.0,28300.0,30100.0,101.0,103.0,140.0,1227.0,1338.0,1275.0,0.331,0.669
148654,9333,10.900966273790145,54228.73829705921,1,Public,11367.0,20517.0,1,3,0.6158,1081.0,0.0,0.0072,0.0,0.0,0.0754,0.0,0.1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.0667,0.042,0.0,0.0594,0.0391,0.0,0.0043,0.0,0.0072,0.0,0.013,0.0,0.1116,0.0638,0.0464,0.0362,0.0,0.0,0.0,0.0,0.0188,0.0159,0.2333,0.0391,6750.0,7553.0,0.6067,0.3679,21630.0,0.4868,0.7917,0.034,18771.5,25.66850153,50305.22202,38500.0,44100.0,49900.0,34800.0,39200.0,44600.0,26000.0,28000.0,32400.0,92.0,98.0,91.0,951.0,907.0,917.0,0.4901,0.5099
